age,daily_screen_time_hours,phone_usage_hours,laptop_usage_hours,tablet_usage_hours,tv_usage_hours,social_media_hours,work_related_hours,entertainment_hours,gaming_hours,physical_activity_hours_per_week,caffeine_mg,mindfulness_minutes_per_day,mental_health_score,mood_rating,stress_level,uses_wellness_apps,eats_healthy,gender_Male,gender_Other,location_type_Suburban,location_type_Urban,sleep_quality
33,4.1,2.2,1.1,0.7,0.9,3.9,3.5,1.9,0.9,2.2,131.8,18.3,63.0,2.8,6,1,1,True,False,False,True,5.0
72,5.4,1.2,3.0,0.7,1.1,4.5,4.1,1.2,0.9,0.0,238.8,17.7,56.0,1.2,9,0,1,True,False,False,True,4.0
46,4.7,1.5,0.6,1.4,2.4,4.4,4.2,1.1,1.3,2.7,93.2,11.6,62.0,2.7,8,1,1,False,False,True,False,4.0
15,10.0,3.2,3.4,1.5,2.7,4.5,4.1,1.2,0.3,0.0,145.1,12.6,42.0,1.0,10,0,1,False,False,False,True,4.0
70,5.5,2.8,1.6,1.5,0.7,2.7,3.1,1.5,2.1,6.0,53.0,32.4,72.0,6.4,4,1,1,False,False,False,True,4.0
19,5.4,1.0,2.6,0.1,0.7,4.5,3.6,0.8,1.3,0.0,115.6,5.8,47.0,1.0,10,0,1,True,False,True,False,4.0
59,8.9,3.0,4.9,1.1,1.0,3.7,3.7,0.8,0.7,3.0,84.2,21.2,72.0,4.0,6,0,0,True,False,False,True,4.0
18,6.1,1.9,1.7,0.9,0.7,4.5,3.9,1.7,0.8,0.0,150.7,6.8,52.0,1.0,10,0,0,False,False,False,False,4.0
30,4.0,2.7,1.4,0.2,0.0,3.3,3.8,1.8,1.1,2.1,91.7,13.6,70.0,5.0,5,0,1,False,False,False,True,5.0
38,2.7,1.9,0.3,0.1,1.4,1.8,2.6,3.0,2.6,5.7,162.0,20.8,89.0,7.2,2,0,1,True,False,True,False,5.0
30,5.1,3.1,1.4,0.4,0.7,1.7,2.4,3.0,2.9,6.0,131.6,33.7,78.0,7.6,2,0,1,False,False,False,False,4.0
69,2.4,1.0,0.4,0.0,1.5,3.0,3.2,1.7,1.7,4.1,111.6,26.2,83.0,5.2,4,1,1,False,False,True,False,4.0
16,7.8,1.8,1.3,0.0,3.1,4.5,4.0,0.0,1.4,0.0,237.8,12.9,44.0,1.0,10,1,0,False,False,True,False,4.0
63,8.8,3.1,4.7,0.9,1.3,4.0,3.5,1.7,0.8,2.7,145.8,8.1,56.0,2.6,7,0,0,True,False,False,True,3.0
42,1.7,0.2,1.6,0.6,0.6,0.8,1.2,2.3,2.7,4.3,123.8,21.2,86.0,8.9,1,1,1,False,False,True,False,4.0
46,3.6,2.0,0.9,0.6,1.1,3.3,3.9,2.0,1.2,3.3,121.3,20.4,66.0,4.1,5,1,0,False,False,False,True,4.0
41,4.0,1.6,1.3,1.2,1.5,3.5,3.6,1.7,1.4,7.8,151.2,21.0,77.0,3.4,5,1,1,False,False,False,True,4.0
34,4.4,2.6,1.0,0.5,1.2,2.2,3.3,2.2,1.7,3.8,113.7,26.6,67.0,7.8,3,1,1,False,False,True,False,4.0
38,7.1,3.0,2.7,1.1,0.8,4.5,3.9,0.4,0.4,0.0,69.8,9.6,43.0,1.0,10,0,0,False,False,True,False,3.0
26,4.3,2.7,1.4,0.2,0.0,1.5,2.4,2.1,2.5,4.9,181.3,24.5,82.0,8.9,2,1,1,False,False,False,True,4.0
64,7.0,2.2,3.3,0.2,2.0,3.9,3.6,1.0,1.0,2.2,163.2,22.8,57.0,2.3,7,1,0,True,False,True,False,5.0
49,3.7,2.0,1.2,0.6,0.5,2.0,3.1,1.7,1.9,6.8,92.7,28.2,71.0,8.0,3,1,1,False,False,False,True,5.0
74,6.5,1.7,1.2,1.9,2.9,2.3,3.0,2.1,2.0,2.2,77.8,26.0,74.0,7.7,3,1,0,False,False,True,False,4.0
47,4.1,2.2,0.5,1.4,1.0,4.3,3.8,1.3,1.4,0.9,136.4,7.9,65.0,1.6,8,0,0,False,False,False,False,4.0
47,5.7,3.3,1.1,1.3,0.9,4.5,4.2,1.4,0.2,0.0,183.0,15.2,50.0,1.0,9,0,0,True,False,False,True,5.0
65,1.4,1.3,0.0,0.0,0.9,0.8,1.4,2.9,3.8,4.0,120.0,36.0,79.0,9.6,1,0,1,True,False,True,False,4.0
57,3.1,1.6,0.0,0.7,1.6,3.3,3.6,1.6,1.1,1.1,85.0,29.9,69.0,4.1,5,0,1,False,False,False,False,5.0
51,5.0,1.9,2.2,1.1,0.5,2.4,3.3,2.9,1.9,4.1,185.4,17.1,72.0,5.9,3,0,1,False,False,False,False,3.0
26,5.4,2.9,0.0,1.9,0.7,4.5,4.4,1.2,1.6,0.1,228.4,13.5,56.0,1.3,9,0,1,False,False,False,True,4.0
17,7.0,2.2,1.9,0.0,2.0,4.1,3.6,2.1,1.6,1.2,99.9,15.1,61.0,4.3,7,0,0,False,False,False,True,3.0
15,6.6,2.9,0.9,1.0,0.4,4.5,3.9,1.8,0.4,2.6,175.5,13.2,46.0,1.0,9,0,1,False,False,False,True,4.0
47,7.9,2.9,2.5,1.2,1.9,4.5,4.0,0.3,0.8,0.0,109.1,11.9,39.0,1.0,10,1,0,False,False,False,True,3.0
54,4.7,2.5,0.0,0.9,2.2,2.9,3.9,1.9,1.8,1.4,225.5,26.9,65.0,5.2,4,0,1,False,False,False,True,5.0
24,5.5,1.0,2.2,0.0,2.1,4.5,3.8,1.5,0.7,1.2,96.3,8.2,49.0,1.0,10,0,1,False,False,True,False,4.0
57,7.1,3.5,1.9,0.8,1.6,3.5,3.7,1.3,1.4,3.0,148.9,22.0,69.0,3.9,6,0,0,False,False,False,True,4.0
58,5.2,3.3,1.9,0.9,0.0,3.9,4.0,1.1,1.1,0.3,110.7,12.9,61.0,4.5,6,0,0,True,False,False,True,5.0
43,4.8,2.1,2.7,0.7,0.2,2.1,3.3,2.3,1.3,5.8,112.7,12.1,72.0,7.4,3,0,0,True,False,False,True,4.0
27,2.8,0.8,1.6,0.2,0.0,4.1,3.7,1.7,1.5,0.0,168.3,22.8,60.0,2.7,7,0,1,False,False,True,False,5.0
26,1.6,0.6,0.0,0.1,1.0,2.3,3.0,3.1,2.4,7.4,168.6,33.0,73.0,9.3,3,1,1,True,False,False,True,5.0
45,5.7,2.2,2.0,0.9,1.4,3.6,3.7,2.0,1.3,2.4,117.7,20.9,65.0,4.3,6,0,1,True,False,False,False,5.0
60,2.7,1.4,1.9,0.2,0.2,0.9,0.9,2.9,3.4,7.3,156.6,36.2,95.0,9.7,1,0,0,True,False,False,False,5.0
16,4.3,0.5,1.2,0.2,1.2,3.6,3.6,1.1,1.4,3.3,123.4,16.4,59.0,3.9,6,1,0,True,False,False,False,4.0
65,2.8,0.6,0.6,0.5,2.1,0.9,1.4,1.9,2.3,4.6,235.3,17.1,85.0,10.0,1,1,1,True,False,False,True,5.0
64,2.9,1.6,1.1,0.7,0.4,2.1,2.9,2.6,1.5,2.7,115.7,28.1,73.0,7.2,3,1,1,True,False,False,True,5.0
49,6.2,2.2,3.1,1.2,0.6,3.7,4.1,1.8,0.1,1.9,216.0,19.4,46.0,2.6,7,1,0,False,False,True,False,4.0
37,5.3,3.3,0.5,0.0,2.6,3.9,4.0,1.6,0.7,0.0,151.9,21.8,51.0,2.6,7,0,0,False,False,True,False,4.0
31,2.2,2.4,0.0,0.0,0.5,3.6,3.8,1.5,1.3,0.7,207.1,14.3,61.0,2.9,6,1,0,True,False,False,True,5.0
40,3.0,1.7,0.0,0.4,1.7,1.6,2.3,2.7,2.3,4.3,111.5,34.3,82.0,8.9,2,1,1,True,False,False,True,4.0
22,6.7,2.3,1.5,0.0,2.6,4.5,4.0,0.6,1.0,0.0,169.1,13.1,44.0,1.0,10,0,1,False,False,False,True,3.0
43,5.7,2.3,3.3,1.0,0.2,4.5,4.2,0.0,1.2,0.0,110.8,6.3,52.0,1.0,10,0,0,True,False,False,True,4.0
40,5.8,2.7,3.9,0.0,0.3,4.2,3.5,1.4,1.2,2.1,60.9,11.0,71.0,3.7,7,1,1,False,False,True,False,4.0
24,6.9,2.0,2.2,1.0,1.2,4.3,3.7,1.5,1.5,2.7,165.0,10.4,56.0,1.0,8,0,0,False,False,False,True,4.0
40,5.3,2.9,0.4,1.3,1.5,3.6,4.0,1.1,1.5,1.6,72.0,18.0,63.0,4.4,6,1,0,False,False,False,True,3.0
48,3.4,2.7,0.5,0.8,0.8,2.8,3.0,1.7,1.7,6.7,111.5,14.7,79.0,5.7,4,0,1,True,False,False,True,4.0
65,6.8,2.1,2.5,0.0,3.4,4.5,3.7,1.7,1.0,0.0,98.6,7.1,48.0,1.0,10,1,0,False,False,False,True,4.0
55,6.3,1.9,3.0,0.7,1.9,4.5,4.0,1.6,1.4,1.6,94.4,11.5,53.0,3.5,7,0,1,True,False,False,True,3.0
21,4.9,2.8,0.8,0.1,0.6,4.5,4.0,0.2,1.2,0.0,115.2,6.5,48.0,1.0,10,0,1,False,False,True,False,5.0
18,4.8,1.4,3.1,0.0,0.0,4.5,3.8,0.9,0.9,0.0,96.7,5.7,41.0,1.0,10,0,0,False,False,False,False,4.0
72,3.3,0.6,1.2,0.9,1.3,2.6,3.6,1.8,1.2,1.9,127.2,16.4,66.0,6.3,4,0,1,True,False,True,False,4.0
67,4.8,0.6,2.3,1.1,1.8,3.1,3.3,1.4,2.0,1.4,158.4,17.9,66.0,4.4,5,0,1,True,False,False,True,4.0
64,7.7,1.3,2.8,1.4,3.2,4.5,4.5,1.0,1.5,2.3,66.2,15.9,56.0,1.0,8,0,0,True,False,True,False,3.0
59,3.7,2.6,0.0,0.4,1.5,3.4,3.8,1.8,1.2,2.9,174.7,11.2,71.0,4.7,5,1,0,False,False,True,False,5.0
25,5.9,1.6,2.0,0.7,1.2,4.5,4.0,1.8,1.2,1.1,94.9,7.6,60.0,1.0,10,0,1,True,False,False,False,5.0
43,6.4,2.2,3.1,1.6,0.4,2.9,3.9,2.0,1.7,2.8,27.6,17.8,60.0,5.5,5,1,0,False,False,False,False,4.0
70,5.2,1.6,0.9,1.9,1.8,3.0,3.6,2.1,2.2,4.0,88.1,19.5,69.0,4.3,4,1,0,True,False,True,False,4.0
50,4.5,1.6,0.3,1.2,2.4,2.1,2.6,1.9,2.4,3.6,221.5,35.8,84.0,7.4,2,1,0,False,False,True,False,4.0
39,2.7,1.1,2.0,0.4,0.0,1.1,1.2,2.4,2.1,5.2,138.7,17.6,82.0,10.0,1,0,1,False,False,False,True,4.0
35,4.7,1.9,1.6,0.6,1.5,2.1,2.7,1.7,2.4,6.2,284.5,15.2,84.0,7.2,3,1,1,False,False,False,True,5.0
71,3.2,1.8,1.1,0.5,0.4,2.1,3.2,2.0,1.6,4.9,108.6,14.4,75.0,8.0,3,1,1,False,False,False,True,4.0
50,3.9,2.4,1.5,1.0,0.0,3.3,3.8,1.8,1.2,2.9,140.7,18.7,73.0,3.7,5,1,1,True,False,True,False,5.0
24,6.0,2.3,0.0,0.1,3.1,4.5,4.1,1.6,1.0,0.0,124.2,6.3,51.0,1.9,9,0,1,True,False,True,False,4.0
51,5.8,1.8,1.9,0.8,2.3,4.5,3.8,0.9,1.2,0.0,157.3,5.5,45.0,1.0,10,0,1,False,False,False,True,3.0
23,6.1,0.6,3.3,0.8,0.8,4.5,4.2,0.4,1.1,1.0,0.0,14.9,52.0,1.0,10,0,1,True,False,False,True,5.0
38,4.8,3.0,0.7,0.8,1.2,4.5,3.8,1.9,1.8,0.0,116.3,11.4,49.0,1.0,8,0,0,True,False,True,False,3.0
49,2.5,1.9,0.6,0.0,1.1,2.4,3.3,2.3,2.1,4.2,98.3,25.3,81.0,7.1,3,0,0,True,False,False,True,4.0
63,3.6,2.1,1.7,0.7,0.3,1.8,2.3,1.2,2.0,6.8,231.2,15.5,85.0,9.0,2,1,1,True,False,True,False,4.0
49,9.8,3.4,4.6,1.7,0.9,4.5,3.7,1.0,0.0,1.2,157.8,9.5,47.0,1.0,10,0,0,True,False,False,False,3.0
62,7.1,2.8,2.7,0.3,2.2,4.5,3.8,0.8,1.0,0.3,202.2,11.3,52.0,1.0,9,0,1,False,False,False,True,3.0
50,4.8,2.4,1.4,0.8,0.8,4.5,3.8,1.2,1.1,0.0,80.0,15.3,52.0,1.0,9,0,0,True,False,False,True,4.0
32,4.8,2.0,1.5,0.0,1.9,3.9,4.1,1.2,1.9,1.0,121.8,22.0,64.0,4.8,7,0,1,False,False,False,False,5.0
63,5.2,2.0,2.8,0.8,0.8,2.2,3.0,2.2,1.2,2.8,200.3,20.4,71.0,6.7,3,0,0,True,False,False,False,5.0
53,2.6,2.2,0.5,0.7,0.2,0.8,1.2,2.7,3.3,4.7,153.4,17.8,85.0,8.3,1,0,0,False,False,False,True,5.0
46,7.1,2.4,2.2,0.7,2.6,3.8,4.4,1.8,1.4,1.8,167.9,11.7,54.0,3.9,7,0,0,True,False,False,True,3.0
38,3.3,3.5,0.3,1.0,0.0,1.4,2.3,2.5,2.8,6.3,122.7,22.7,81.0,8.3,2,1,1,False,False,False,True,5.0
37,9.3,4.2,2.5,0.4,3.2,4.5,3.8,0.9,1.3,0.0,123.0,6.3,46.0,1.0,10,0,1,False,False,False,True,3.0
46,6.4,2.3,1.2,1.3,2.4,4.5,4.4,1.1,0.4,0.5,146.3,7.7,53.0,1.9,9,0,1,True,False,False,True,3.0
51,2.7,0.2,1.7,0.1,1.6,2.7,2.8,2.2,1.4,4.3,128.9,15.2,78.0,7.7,3,1,1,False,False,True,False,4.0
26,4.7,1.1,1.1,1.5,1.0,4.1,3.6,1.9,0.7,1.2,123.1,11.1,46.0,2.1,7,0,0,False,True,False,True,4.0
63,6.3,3.6,2.3,0.7,1.0,3.9,4.0,1.5,1.6,1.4,115.4,14.5,62.0,5.8,6,0,1,False,False,False,False,4.0
69,5.1,2.6,1.3,0.6,1.6,3.9,3.6,1.5,1.2,1.6,60.3,21.0,63.0,4.2,6,0,0,False,False,False,False,4.0
27,7.6,2.4,3.9,0.0,1.6,4.5,3.9,0.9,1.1,0.0,145.7,11.7,49.0,1.0,9,0,0,True,False,False,True,4.0
37,4.5,1.8,3.1,0.0,0.4,2.7,3.4,1.9,1.9,1.9,129.0,23.3,67.0,7.8,4,0,0,False,False,True,False,5.0
39,2.3,0.9,0.1,0.8,1.5,3.1,3.3,2.1,2.0,10.6,112.9,23.0,88.0,7.0,4,1,1,True,False,False,True,5.0
49,6.5,3.5,1.7,0.2,1.7,4.5,3.9,1.2,0.9,0.2,102.9,14.7,42.0,1.0,10,1,1,True,False,False,True,3.0
55,4.4,1.3,2.3,1.2,1.1,2.3,3.1,2.0,1.9,5.7,208.2,24.6,79.0,7.8,3,1,1,False,True,False,True,5.0
44,7.0,2.7,1.0,0.8,3.6,4.5,3.9,1.7,0.9,0.5,59.2,13.0,43.0,1.0,9,0,1,True,False,False,False,3.0
31,4.6,0.8,2.8,0.0,1.3,2.4,2.8,2.1,1.9,4.2,188.9,30.4,69.0,6.6,3,1,1,False,False,True,False,4.0
63,4.9,1.8,2.7,1.1,0.0,1.6,2.3,1.8,2.2,3.6,157.8,29.7,78.0,7.9,2,0,0,False,False,True,False,4.0
34,4.5,2.9,1.4,0.5,0.4,0.7,1.5,3.0,3.1,5.4,127.4,17.3,86.0,8.2,1,1,1,False,False,True,False,4.0
62,5.9,1.8,2.6,0.6,2.1,1.9,2.3,2.1,2.9,4.2,162.8,14.8,78.0,6.7,2,1,1,False,True,True,False,4.0
39,2.5,1.7,0.0,1.2,0.7,3.1,3.6,1.4,2.0,6.1,94.8,12.2,75.0,7.6,4,0,1,True,False,False,True,5.0
36,3.8,2.0,3.0,0.0,0.4,1.5,2.4,2.5,1.8,4.6,149.9,22.6,80.0,5.8,2,0,1,True,False,True,False,4.0
27,6.1,0.8,2.5,0.0,2.8,3.3,3.5,1.6,1.3,1.4,137.0,14.8,65.0,6.1,5,0,0,True,False,False,False,3.0
73,2.6,0.6,0.3,0.8,1.6,1.8,2.2,2.8,2.0,4.0,162.1,35.4,81.0,8.8,2,1,1,True,False,False,False,4.0
33,4.5,2.6,1.8,0.0,0.8,4.5,3.9,0.9,1.0,1.3,205.9,19.5,63.0,1.0,8,0,0,True,False,True,False,4.0
63,1.0,1.6,0.0,0.2,0.0,1.7,2.6,2.7,2.6,2.3,122.1,24.6,76.0,7.8,2,0,1,True,False,True,False,5.0
50,5.6,2.6,0.7,1.2,2.0,3.9,3.7,0.9,1.4,2.8,165.4,18.3,63.0,4.3,6,1,0,False,False,False,True,4.0
26,7.6,3.0,2.7,0.5,1.4,3.6,3.6,1.6,0.7,6.8,222.6,12.4,73.0,4.7,6,1,1,False,False,True,False,3.0
55,5.7,3.1,1.5,0.0,2.7,4.5,3.8,1.6,1.6,1.8,125.5,8.0,55.0,1.1,8,0,0,True,False,True,False,4.0
33,2.5,0.5,1.4,0.7,0.3,3.7,3.9,0.7,0.7,1.2,140.7,13.8,55.0,3.9,6,0,0,False,False,False,True,5.0
26,4.5,1.4,1.5,0.4,1.0,3.3,3.5,2.3,1.4,1.8,142.5,15.0,67.0,5.4,5,0,0,True,False,False,True,4.0
23,6.0,2.5,1.4,0.2,1.7,4.5,4.3,0.0,1.5,0.0,47.6,10.8,55.0,1.0,10,0,1,True,False,True,False,4.0
21,10.0,2.5,2.6,2.7,2.7,4.5,4.1,1.7,1.2,1.2,115.7,11.4,53.0,1.0,8,0,0,False,False,False,False,4.0
42,6.5,4.0,0.8,0.9,1.7,3.2,3.5,1.3,1.5,2.5,168.2,13.1,50.0,5.0,5,0,1,False,False,True,False,3.0
28,4.5,1.2,2.0,0.4,0.7,1.7,2.3,2.4,2.4,4.5,149.9,37.1,71.0,6.7,2,0,0,False,False,False,True,4.0
45,6.2,3.1,0.2,1.1,2.7,4.0,4.0,0.8,0.9,1.7,110.3,9.9,58.0,2.8,6,0,1,True,False,False,True,4.0
66,5.2,2.3,2.3,0.4,1.1,2.7,3.3,1.9,2.2,2.5,121.9,25.3,66.0,6.2,4,0,0,False,False,False,True,4.0
33,2.8,0.5,1.1,0.3,1.6,4.4,3.9,2.5,0.9,1.0,145.2,11.6,64.0,1.3,8,0,0,False,False,False,False,5.0
72,4.8,1.5,1.5,0.8,2.2,3.5,3.8,1.4,0.8,5.1,106.1,23.2,78.0,4.4,5,1,1,False,False,False,True,5.0
61,6.4,2.2,1.1,0.9,3.0,3.3,3.9,1.6,1.2,1.0,168.8,19.0,73.0,6.5,5,1,1,False,False,False,True,4.0
30,4.3,0.5,1.2,1.2,1.8,2.0,3.1,2.1,2.1,5.8,118.2,35.4,83.0,7.8,3,0,0,False,False,False,True,3.0
67,4.9,0.2,0.4,1.5,4.0,4.2,3.9,2.0,1.1,0.0,98.1,10.7,59.0,4.0,7,0,1,False,False,False,True,4.0
19,5.5,0.4,1.9,1.3,1.3,4.5,3.9,1.2,1.3,0.0,193.1,6.6,48.0,1.0,10,0,0,False,False,True,False,4.0
49,5.8,2.2,2.1,1.1,1.7,1.8,2.1,1.9,2.8,3.3,76.3,20.6,70.0,8.0,2,1,0,False,True,False,True,4.0
26,4.0,1.6,0.0,1.2,0.8,2.9,3.3,1.3,1.2,2.7,201.9,16.3,64.0,6.9,4,0,0,False,False,False,False,5.0
39,4.7,1.4,0.8,1.3,1.7,3.4,3.6,1.1,1.2,1.4,99.8,24.6,65.0,5.2,5,0,1,True,False,False,False,5.0
66,5.0,1.5,1.5,1.0,1.7,3.2,3.8,1.5,1.1,0.0,92.4,20.2,57.0,5.7,5,0,0,False,False,False,True,5.0
73,3.0,0.7,0.8,0.0,2.4,1.0,1.2,3.0,2.8,4.2,133.3,26.4,89.0,8.4,1,1,0,True,False,False,True,4.0
35,4.6,1.6,1.3,0.9,1.8,4.1,3.8,0.5,1.0,1.9,49.1,16.5,64.0,3.2,6,0,1,True,False,True,False,5.0
50,4.9,0.4,3.3,1.4,0.9,1.5,2.6,2.7,2.7,6.3,111.6,28.3,84.0,6.6,2,1,0,False,False,False,True,5.0
67,4.1,3.1,0.4,0.1,1.7,0.7,1.3,3.2,2.4,4.3,86.3,41.8,88.0,9.5,1,1,1,False,False,True,False,5.0
37,4.1,3.5,0.0,0.4,0.7,3.5,3.5,1.3,1.6,2.7,133.9,22.7,68.0,5.6,5,0,1,False,False,True,False,4.0
30,2.9,0.2,0.8,0.6,1.9,4.1,3.6,1.6,0.9,1.0,102.2,21.3,52.0,3.6,7,0,0,True,False,True,False,5.0
71,3.0,1.6,1.1,0.7,0.8,0.7,1.2,3.0,3.2,6.6,183.9,31.5,84.0,8.3,1,1,1,False,False,False,True,5.0
53,1.9,1.6,1.0,0.3,0.0,0.7,1.1,2.9,2.7,4.6,265.9,37.1,79.0,9.5,1,0,1,True,False,False,True,5.0
59,3.5,1.8,1.8,0.6,0.3,2.9,2.9,2.0,1.4,5.5,162.1,24.8,80.0,8.4,3,1,0,False,True,False,False,4.0
67,3.6,2.9,0.4,0.9,0.2,2.5,4.0,1.8,1.8,2.5,128.7,13.0,70.0,7.1,4,1,1,False,True,False,True,4.0
56,1.5,1.6,0.2,0.0,0.9,2.1,2.9,0.8,1.6,3.0,90.8,21.9,74.0,8.2,3,0,0,False,False,True,False,5.0
72,2.4,1.9,0.8,0.6,0.6,2.4,3.1,2.2,2.5,5.8,211.5,35.0,80.0,5.0,3,1,1,False,False,False,True,5.0
53,6.2,4.7,0.8,0.4,1.4,4.3,4.3,1.6,1.0,0.0,120.5,17.8,53.0,3.3,8,0,0,False,False,False,True,4.0
28,6.5,1.9,3.8,0.0,1.0,3.7,3.6,2.2,1.2,1.9,212.0,21.3,58.0,3.1,6,1,1,False,False,False,False,4.0
45,8.5,3.6,3.2,0.9,1.9,3.9,3.9,2.3,0.4,2.6,43.2,10.5,56.0,3.4,7,1,0,True,False,False,True,3.0
72,4.0,2.5,0.0,0.8,1.8,2.8,3.6,1.6,1.7,2.5,119.5,12.9,67.0,5.9,4,0,1,True,False,True,False,5.0
19,4.0,1.5,0.0,0.7,1.1,4.5,4.0,1.4,0.4,0.0,160.2,7.7,50.0,1.0,10,0,0,False,False,False,True,4.0
49,5.1,1.4,1.4,1.0,2.6,3.6,3.7,1.2,1.4,3.5,165.8,22.3,69.0,3.1,6,0,1,False,False,False,True,4.0
37,6.3,2.0,3.6,0.8,0.5,4.5,4.0,1.6,0.9,1.6,109.1,16.2,46.0,2.7,8,0,1,True,False,False,True,2.0
43,5.2,1.0,2.2,0.2,2.4,4.0,3.7,2.2,1.1,2.5,103.7,9.0,69.0,3.2,7,1,0,False,False,False,True,4.0
57,4.6,1.2,1.5,1.0,1.6,3.4,3.6,1.6,1.5,2.4,97.5,11.3,73.0,4.4,5,1,0,True,False,False,True,4.0
25,4.7,1.6,1.0,1.1,1.0,4.5,3.6,1.5,1.3,0.7,80.9,9.7,46.0,1.0,9,0,1,False,False,False,True,4.0
32,7.0,2.3,2.7,0.0,2.5,4.2,4.0,1.7,1.4,1.9,142.3,23.5,58.0,1.4,7,0,0,False,False,False,False,3.0
61,7.3,3.6,1.7,1.1,2.0,4.5,4.2,0.6,1.0,0.0,57.6,6.5,41.0,1.0,10,0,0,False,False,False,False,3.0
26,5.7,1.6,3.4,0.4,0.3,2.9,3.5,1.6,1.6,4.1,77.0,20.1,69.0,7.8,4,0,1,False,False,False,True,4.0
23,5.5,2.4,0.0,1.0,1.8,4.5,4.1,1.1,1.5,1.8,172.2,13.5,42.0,1.8,9,0,1,True,False,False,True,4.0
24,6.0,0.5,2.0,0.7,1.8,4.5,4.0,0.6,1.5,0.0,239.2,10.8,37.0,1.3,10,1,0,True,False,False,True,5.0
72,5.7,3.0,0.9,0.5,2.4,3.9,3.8,2.2,1.3,0.0,101.8,13.9,56.0,2.6,7,0,0,False,False,False,False,4.0
58,4.2,0.5,2.0,0.9,2.0,0.5,1.0,2.3,2.8,2.1,250.4,19.9,81.0,7.4,1,0,0,False,False,False,True,4.0
31,6.5,2.7,1.8,0.4,2.1,4.5,3.8,0.8,1.6,0.0,61.7,17.2,47.0,1.6,9,0,0,True,False,False,True,4.0
52,5.4,1.9,2.1,1.2,1.0,3.1,3.5,2.2,1.2,0.8,219.2,10.9,65.0,5.4,5,0,1,False,False,False,True,5.0
21,7.6,1.9,2.6,1.3,1.2,4.5,4.0,1.2,1.4,1.3,131.1,7.4,53.0,1.0,9,0,0,True,False,False,True,4.0
60,5.2,1.7,3.0,0.3,1.1,3.9,4.0,2.0,0.9,1.3,254.6,10.9,67.0,4.0,6,0,0,False,False,False,True,3.0
27,5.2,0.8,3.6,0.5,0.0,1.0,1.3,3.2,2.3,4.9,61.3,27.3,85.0,10.0,1,0,1,False,False,False,True,4.0
54,4.3,0.9,1.5,0.4,2.7,2.8,3.6,1.5,2.3,1.7,144.7,23.9,67.0,5.2,5,0,1,True,False,True,False,4.0
56,3.8,2.8,0.9,0.8,0.3,3.3,4.0,1.8,1.9,1.2,91.2,19.7,62.0,3.4,5,0,1,True,False,False,False,4.0
23,5.6,2.0,0.2,1.4,1.7,4.5,4.1,0.7,1.0,0.0,94.8,11.8,52.0,1.0,10,0,0,False,False,True,False,4.0
64,3.6,1.7,2.0,0.0,1.1,1.7,2.1,2.0,1.6,3.0,91.5,34.6,71.0,7.2,2,1,1,False,False,False,False,4.0
41,5.4,2.4,2.4,0.0,1.2,3.7,3.8,1.6,0.5,1.4,125.0,9.6,66.0,3.8,6,1,0,False,False,False,True,4.0
72,3.7,2.1,0.0,0.5,2.1,0.8,1.2,3.4,2.9,4.2,181.1,40.6,91.0,10.0,1,0,1,False,False,False,True,4.0
16,6.1,1.3,2.8,0.7,0.6,4.5,3.6,0.2,1.4,0.0,158.8,13.0,44.0,1.0,10,1,0,False,False,False,True,4.0
19,8.2,4.2,1.4,0.0,1.9,4.2,4.1,1.9,1.2,1.5,167.8,11.1,55.0,2.3,7,1,0,False,True,False,True,4.0
43,4.1,2.7,0.1,0.7,1.9,2.2,3.0,1.9,2.3,5.1,176.5,26.2,74.0,7.8,3,1,0,False,False,False,True,4.0
51,2.4,2.1,0.6,0.2,0.6,2.2,3.4,1.4,0.9,6.9,183.6,23.5,79.0,8.3,3,0,0,False,False,True,False,4.0
52,3.4,1.5,0.5,0.3,2.3,0.5,1.5,2.6,2.7,4.0,93.0,23.4,90.0,9.1,1,0,1,True,False,True,False,4.0
33,7.0,2.9,0.5,1.4,2.8,2.9,3.5,1.3,1.9,6.4,32.5,28.4,69.0,5.8,5,1,0,True,False,False,False,4.0
22,8.2,1.3,2.1,0.4,3.4,4.5,4.1,0.6,1.0,0.0,207.9,11.5,43.0,1.0,10,0,1,False,False,False,True,3.0
62,4.2,1.2,2.5,0.4,1.1,1.7,2.4,2.5,2.8,5.3,175.5,24.3,66.0,8.9,2,1,1,True,False,True,False,4.0
59,8.0,3.5,3.4,0.7,1.6,4.5,3.9,1.6,1.8,2.1,161.8,17.9,53.0,3.3,8,0,0,False,False,True,False,3.0
15,6.7,2.0,0.7,1.3,1.7,4.5,3.6,0.0,0.9,0.0,86.9,9.2,41.0,1.0,10,0,1,False,False,True,False,4.0
36,5.3,1.3,1.9,0.6,2.1,4.5,4.1,2.3,1.3,0.2,150.2,20.7,54.0,2.9,8,1,1,False,False,False,True,3.0
66,5.3,2.0,0.8,0.3,3.1,4.5,3.5,2.3,0.9,2.2,83.0,17.5,60.0,3.6,7,0,0,True,False,False,True,4.0
31,6.6,2.8,1.5,0.9,1.9,3.5,3.4,2.1,1.3,1.7,85.8,12.0,73.0,3.4,5,1,0,True,False,False,True,4.0
21,5.7,2.6,0.0,1.1,1.9,4.5,4.0,0.8,1.3,0.0,139.6,10.8,55.0,1.0,10,0,1,True,False,False,False,4.0
